X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,season,rain_present,fire_weather_score,dryness_index,wind_effect,fuel_moisture_deficit,month_num,month_sin,month_cos,day_num,day_sin,day_cos,location_cluster
6,3,sep,sun,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,Autumn,0,979.5000000000001,0.5700000000000001,82.08,3.7325000000000004,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,2
6,3,sep,fri,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,Autumn,0,887.5999999999999,1.016,91.44,3.404,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,2
6,3,sep,mon,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,Autumn,0,897.4,0.14177215189873416,85.11999999999999,1.1620253164556962,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,2
6,3,sep,fri,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,Autumn,0,870.8999999999999,0.5421052631578948,37.080000000000005,1.8342105263157895,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,2
6,3,sep,sun,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,Autumn,0,893.3999999999999,0.4425,63.72,1.89,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,2
6,3,sep,mon,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,Autumn,0,903.8,0.6424242424242425,57.24,2.378787878787879,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,2
6,3,sep,tue,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,Autumn,0,907.5,0.28888888888888886,81.89999999999999,1.280952380952381,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,2
6,3,oct,tue,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,Autumn,0,801.8000000000001,0.868,97.64999999999999,1.416,10,-0.8660254037844386,0.5000000000000001,2,0.9749279121818236,-0.22252093395631434,2
7,4,oct,fri,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,Autumn,0,822.8000000000001,0.18524590163934426,61.02000000000001,0.680327868852459,10,-0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,2
7,3,oct,sat,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,Autumn,0,827.9000000000001,0.6357142857142858,71.2,1.5607142857142857,10,-0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,2
4,4,mar,tue,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,Spring,0,185.2,0.32045454545454544,38.07,0.5840909090909091,3,1.0,6.123233995736766e-17,2,0.9749279121818236,-0.22252093395631434,3
4,4,jul,tue,79.5,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,Summer,0,508.29999999999995,0.6131578947368421,72.23,1.5947368421052632,7,-0.4999999999999997,-0.8660254037844388,2,0.9749279121818236,-0.22252093395631434,3
4,4,aug,sat,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,Summer,0,820.2,0.42790697674418604,123.27999999999999,2.2534883720930234,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,3
4,4,aug,tue,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,Summer,0,867.2,0.3018181818181818,89.64000000000001,1.969090909090909,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,3
4,4,sep,sat,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,Autumn,0,886.2,0.4,52.92000000000001,1.7959183673469388,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,3
4,4,sep,wed,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,Autumn,0,914.9000000000001,0.17200000000000001,63.21000000000001,1.1053333333333335,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
5,6,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,Autumn,0,887.5999999999999,1.036,103.6,3.404,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
5,6,sep,mon,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,Autumn,0,910.9,0.20704225352112676,52.92,1.7816901408450705,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,3
6,6,jul,mon,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,Summer,0,610.4,0.6216216216216216,71.3,1.6837837837837837,7,-0.4999999999999997,-0.8660254037844388,1,0.7818314824680298,0.6234898018587336,2
4,4,mar,mon,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,Spring,0,179.9,0.3277777777777778,21.240000000000002,0.6638888888888889,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
4,4,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,Spring,0,248.60000000000002,0.23404255319148937,63.8,1.1106382978723406,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
4,4,sep,thu,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,Autumn,0,945.5,1.1555555555555557,27.040000000000003,7.611111111111111,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,3
4,3,aug,sun,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,Summer,0,827.3,0.6142857142857143,47.300000000000004,2.8457142857142856,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,3
4,3,aug,wed,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,Summer,0,867.0000000000001,0.47441860465116276,99.96,2.586046511627907,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,3
4,3,aug,thu,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,Summer,0,873.5999999999999,0.3826086956521739,63.36000000000001,2.484782608695652,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,3
4,3,sep,thu,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,Autumn,0,945.5,1.1079999999999999,60.940000000000005,5.48,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,3
4,3,sep,tue,90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,Autumn,0,907.5,0.278125,87.22000000000001,1.2609375,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,3
4,3,oct,sun,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,Autumn,0,839.6999999999999,0.2705882352941177,37.260000000000005,0.9117647058823529,10,-0.8660254037844386,0.5000000000000001,7,-2.4492935982947064e-16,1.0,3
2,2,feb,mon,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,Winter,0,129.4,0.33902439024390246,75.06,0.22682926829268293,2,0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,1
2,2,feb,fri,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,Winter,0,148.10000000000002,0.23653846153846156,11.07,0.25384615384615383,2,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,1
2,2,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,Spring,0,252.4,0.2875,66.7,1.2825,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,1
2,2,mar,sun,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0,Spring,0,252.4,0.09166666666666666,34.65,0.855,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,1
2,2,aug,thu,93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,Summer,0,642.6000000000001,0.5222222222222223,92.12,2.091666666666667,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,1
2,2,aug,sun,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,Summer,0,827.3,0.611764705882353,56.160000000000004,2.929411764705882,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,1
2,2,aug,mon,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,Summer,0,838.8999999999999,0.721875,71.61,3.225,8,-0.8660254037844385,-0.5000000000000004,1,0.7818314824680298,0.6234898018587336,1
2,2,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,Summer,0,873.5999999999999,0.4133333333333334,83.7,2.54,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,1
2,2,sep,fri,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,Autumn,0,890.5,0.6052631578947368,103.5,3.1026315789473684,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,1
2,2,sep,fri,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,Autumn,0,890.5,0.5764705882352942,105.84000000000002,3.4676470588235295,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,1
2,2,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,Autumn,0,890.5,0.5764705882352942,123.48,3.4676470588235295,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,1
4,5,mar,fri,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,Spring,0,211.5,0.637037037037037,77.39999999999999,1.2333333333333332,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
4,5,mar,fri,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,Spring,0,249.8,0.5642857142857143,120.08,1.7249999999999999,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
4,5,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,Autumn,0,887.5999999999999,0.46578947368421053,63.72,2.2394736842105263,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
5,4,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,Spring,0,211.5,0.6,98.28,1.2807692307692307,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
5,4,aug,tue,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,Summer,0,859.6,0.3931818181818182,77.85000000000001,3.347727272727273,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,3
5,4,sep,fri,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,Autumn,0,962.3,0.8903225806451613,35.88,4.554838709677419,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
9,9,feb,thu,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0,Winter,0,125.3,0.08375,20.77,0.08499999999999999,2,0.8660254037844386,0.5000000000000001,4,-0.433883739117558,-0.9009688679024191,0
9,9,feb,fri,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,Winter,0,148.10000000000002,0.3568181818181818,48.67,0.3,2,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,0
1,3,mar,mon,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,Spring,0,248.60000000000002,0.1136986301369863,25.730000000000004,0.715068493150685,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,1
1,2,aug,fri,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,Summer,0,740.4,0.21940298507462686,39.69,1.6119402985074627,8,-0.8660254037844385,-0.5000000000000004,5,-0.9749279121818236,-0.2225209339563146,1
1,2,aug,tue,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,Summer,0,780.8,1.08,144.72000000000003,6.0600000000000005,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
1,2,aug,sun,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,Summer,0,845.8000000000001,0.4875,122.85,3.56,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,1
1,2,aug,sun,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,Summer,0,827.3,0.39777777777777773,39.38,2.2133333333333334,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,1
1,2,aug,tue,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,Summer,0,867.2,0.3576923076923077,83.7,2.082692307692308,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
1,2,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,Summer,0,867.0000000000001,0.3458333333333334,14.940000000000001,2.316666666666667,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1
1,2,aug,thu,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,Summer,0,873.5999999999999,0.43913043478260866,72.72,2.484782608695652,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,1
1,2,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,Autumn,0,945.5,1.34375,19.35,8.5625,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,1
1,2,sep,thu,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,Autumn,0,945.5,0.9071428571428571,55.88,4.892857142857143,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,1
1,2,sep,thu,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,Autumn,0,945.5,0.64,49.28,3.914285714285714,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,1
1,2,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,Autumn,0,979.5000000000001,0.6837837837837838,91.08,4.035135135135135,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,1
6,5,mar,sat,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,Spring,0,216.10000000000002,0.6692307692307692,85.26,1.376923076923077,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,2
6,5,aug,sat,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,Summer,0,820.2,0.245,85.25999999999999,1.615,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,2
8,6,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,Spring,0,216.10000000000002,0.696,93.96,1.432,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,0
8,6,aug,sun,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,Summer,0,680.3000000000001,0.6303030303030304,131.04,2.584848484848485,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,0
8,6,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,Summer,0,845.8000000000001,0.41363636363636364,89.18,3.2363636363636363,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,0
8,6,aug,mon,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,Summer,0,838.8999999999999,1.017391304347826,63.18,4.48695652173913,8,-0.8660254037844385,-0.5000000000000004,1,0.7818314824680298,0.6234898018587336,0
4,4,sep,sun,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,Autumn,0,888.8999999999999,0.27384615384615385,23.14,1.3846153846153846,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
3,4,feb,sat,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,Winter,0,124.7,0.25918367346938775,22.86,0.16326530612244897,2,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,3
3,4,mar,sat,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,Spring,0,87.60000000000001,0.696,93.96,0.096,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,3
3,4,aug,sun,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,Summer,0,845.8000000000001,0.1318181818181818,52.199999999999996,1.6181818181818182,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,3
3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,Summer,0,845.8000000000001,0.495,106.92000000000002,3.56,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,3
3,4,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,Summer,0,859.6,0.21492537313432836,77.76,2.1985074626865675,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,3
2,4,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,Summer,0,867.2,0.49024390243902444,80.4,2.6414634146341465,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
2,4,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,Autumn,0,896.6,0.8033333333333333,108.45,4.036666666666666,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,1
2,4,jan,sat,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0,Winter,0,98.0,0.0670886075949367,16.43,0.04683544303797468,1,0.49999999999999994,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,1
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,Spring,0,165.5,0.23962264150943394,80.00999999999999,0.36792452830188677,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
4,5,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,Spring,0,203.9,0.6066666666666667,56.42,1.0233333333333332,3,1.0,6.123233995736766e-17,4,-0.433883739117558,-0.9009688679024191,3
4,5,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,Summer,0,827.3,0.6294117647058823,66.34,2.929411764705882,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,3
4,5,sep,sat,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,Autumn,0,886.2,0.44130434782608696,62.93000000000001,1.9130434782608696,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,3
4,5,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,Autumn,0,897.4,0.3052631578947368,93.96,1.6105263157894736,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,3
4,4,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,Spring,0,165.5,0.31136363636363634,79.46,0.4431818181818182,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
3,4,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,Spring,0,211.5,0.9894736842105264,84.60000000000001,1.7526315789473683,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,3
3,4,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,Autumn,0,888.8999999999999,0.5700000000000001,82.08,2.25,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
3,4,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,Autumn,0,903.8,0.5249999999999999,51.03,2.1805555555555554,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,3
3,4,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,Spring,0,185.2,0.5642857142857143,120.08,0.9178571428571428,3,1.0,6.123233995736766e-17,2,0.9749279121818236,-0.22252093395631434,3
3,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,Spring,0,185.2,0.5535714285714286,97.64999999999999,0.9178571428571428,3,1.0,6.123233995736766e-17,2,0.9749279121818236,-0.22252093395631434,3
